ID,Upvotes
366953,189106223634494
71864,105833042955380
141692,47036165982445
316833,47036165982470
440445,47036165982682
3514,105833042955100
331420,156756678852719
406540,105833042955191
227379,-155276588101802
331687,-53792020989902
32784,-53792020989916
470377,-155276588101819
338103,-29102589186638
29883,-53792020989533
218228,105833042955159
70945,105833042956117
14328,105833042955114
259947,189106223634437
346378,41454307759221
384621,41454307758836
425418,47036165982434
131224,-29102589186557
365408,189106223634340
218626,-155276588101842
331722,47036165982455
310969,-53792020989897
307391,-53792020989630
14072,41454307759126
238694,41454307758824
213841,-53792020989907
165258,189106223634411
123606,189106223634346
214062,156756678852728
279450,-53792020989606
178546,-53792020989762
358455,105833042955116
386308,156756678852705
155592,47036165982442
200090,41454307758844
127308,-53792020989899
449766,-155276588101724
223688,105833042955808
442443,-155276588101833
451259,47036165982751
87024,-155276588101847
207529,-55555559331996
196568,41454307758867
38258,-53792020989525
387275,-53792020989898
86152,-155276588101842
302142,189106223634580
401268,189106223634939
307187,47036165982410
252388,41454307758862
844,189106223634323
105707,47036165982430
230309,189106223634674
362573,105833042955183
173751,-53792020989791
349049,41454307758837
310466,47036165982410
205786,189106223634453
208358,41454307758894
440214,189106223634370
41343,41454307758841
427741,-55555559331963
355001,47036165982542
137708,105833042955131
146326,41454307759147
220889,189106223634363
205742,41454307760295
28737,105833042955128
292474,-55555559332131
349149,105833042955105
46230,105833042955204
303160,105833042955173
292638,105833042955256
210116,-155276588101841
55900,105833042955094
91135,47036165982443
452177,47036165982622
170628,47036165982425
237099,-53792020989874
166022,189106223634323
175687,105833042955140
392847,189106223634324
454964,-53792020989908
259259,189106223634351
289148,105833042955251
311134,-53792020989896
62551,-29102589185973
336258,105833042955107
468049,189106223634392
22189,41454307758854
264888,-29102589186612
451615,-155276588101669
85004,41454307758839
375246,-29102589186572
60204,105833042955112
126097,105833042955086
182425,105833042959536
449937,-53792020989840
442637,156756678861760
378184,-53792020989865
357584,41454307759132
383054,47036165982429
299871,47036165982452
152764,-155276588101852
22064,-55555559332127
416791,189106223634333
440686,41454307758917
44537,41454307758828
80203,47036165982430
81726,105833042955088
440068,41454307759059
109276,105833042955153
120567,47036165982408
169520,189106223634436
84443,-55555559332133
139139,-53792020989862
346145,47036165982538
75219,41454307758841
244042,105833042955176
6992,105833042955122
337741,-155276588101859
20091,189106223635110
420761,-53792020989848
101501,105833042955087
408598,41454307759681
306979,-155276588101852
50260,-155276588101848
21088,189106223634336
462951,156756678852715
196903,-29102589186655
155361,41454307759096
51756,105833042955109
192022,-53792020989923
384071,189106223634324
173305,105833042955751
56449,105833042955106
172164,-53792020989885
341063,41454307758874
431990,-53792020989896
342757,41454307758939
335181,-53792020989909
121613,105833042955092
40216,-53792020989841
116940,41454307759097
351719,189106223634336
436421,41454307758831
173164,105833042955137
362350,57178239158913
357892,-53792020989648
335957,-53792020989870
192010,105833042955087
407412,-155276588101850
19359,-155276588101848
82078,41454307758954
375709,-53792020988030
122137,105833042955130
244661,105833042955333
434900,-53792020989602
54220,105833042955092
425162,41454307758919
453118,41454307758862
373873,-53792020989921
238415,105833042955515
53501,-53792020989765
67918,-53792020989924
68982,105833042955088
81980,189106223634374
332015,-29102589186512
171470,41454307758841
24209,-155276588101855
396455,-29102589186475
236372,41454307758896
29062,47036165982719
248733,47036165982409
43097,105833042955092
401490,189106223634380
181282,41454307758849
285264,-53792020989866
386230,-53792020989901
262238,105833042955192
226323,47036165982418
224589,-155276588101787
61,41454307758839
120331,-155276588101854
59519,47036165982430
263459,-55555559331758
188774,156756678853613
157423,41454307758842
204323,105833042955720
94807,41454307758823
130112,-53792020989916
298030,-53792020989594
361994,47036165982416
242867,-55555559332122
345301,105833042955089
404296,105833042955090
403325,41454307758839
78570,-53792020989889
247119,41454307758916
433907,105833042956572
51709,41454307758871
256743,41454307758842
132448,-53792020989887
429148,-155276588101813
384840,41454307758878
434864,105833042955265
317954,105833042955236
452061,-53792020989902
85212,-53792020989922
373284,105833042955211
284208,-53792020989642
233976,105833042955141
105691,105833042956297
375077,41454307758983
26720,105833042955136
70683,105833042955227
281194,47036165982434
390953,105833042955347
59608,41454307759340
341707,105833042955126
403654,189106223634392
209246,-55555559332055
295413,57178239158982
379392,-53792020989020
261533,105833042955124
130134,41454307758861
137990,-53792020989791
413320,47036165982497
468459,41454307758944
189150,-53792020989923
381154,-55555559332131
373043,105833042955127
231677,189106223642258
438093,41454307758886
443706,41454307758877
230906,-55555559332100
138183,189106223634323
78231,105833042955138
70795,105833042955115
283674,105833042955116
144543,105833042955094
213929,105833042955145
458437,41454307759681
279629,189106223634381
284422,-55555559332150
29532,-53792020989925
409963,47036165982434
325099,-53792020989737
409635,41454307759330
18156,-53792020989919
355380,105833042955094
412081,41454307758930
363354,41454307758845
354537,189106223634661
209720,-55555559332143
150078,189106223634387
31479,-53792020989841
455028,-29102589186612
104579,-53792020989506
102986,47036165982553
60804,41454307758823
361348,41454307758935
234054,105833042961761
212541,-155276588101839
452107,41454307758825
227926,189106223634325
340913,41454307759043
316690,189106223634501
223984,-53792020989915
193558,41454307759798
155138,41454307759131
36080,105833042955092
355444,47036165982473
310281,189106223634355
79606,41454307758873
16325,-55555559331660
460657,-53792020989702
159813,47036165982474
390567,41454307758908
340325,189106223634330
85871,105833042955110
360723,-53792020983655
200645,-155276588101866
180440,41454307759128
9158,-53792020989828
295966,57178239159171
131958,189106223634461
168051,41454307758975
246426,-55555559332045
195598,105833042955119
6177,105833042955116
10574,189106223634323
181076,57178239158965
170742,-29102589186624
123659,47036165982464
333658,-29102589186561
293962,41454307758853
423136,41454307758992
90343,156756678852865
32867,-29102589186627
143820,41454307759044
16783,-53792020989798
286877,47036165982680
422113,47036165982422
42145,-53792020989781
377322,189106223634357
232647,-53792020989916
320851,41454307758889
74336,105833042955765
121520,41454307758896
46307,105833042955100
137345,41454307758854
426975,189106223634329
126697,-53792020989917
188080,-55555559332116
399469,41454307758888
132942,-155276588101786
199602,189106223634585
335704,47036165982533
20602,41454307758823
458202,41454307759183
74016,41454307758866
374627,-53792020989560
169941,47036165982506
267769,-53792020989816
108489,156756678852724
51782,-53792020989923
160092,41454307758848
